track,racer,type,raceIdx,seed,runawayWinner,paradeFinish,leaderGapAt090Len,minLeadFrom090Len,winnerIdx,winnerIsLeaderAt090,paradeGroupSize,paradeNextGapLen,paradeSpeedSpread
luger-hill,luge,open,83,84,0,0,0.62,0,29,0,0,0.8452,
luger-hill,luge,open,84,85,0,0,0.5149,0,7,0,0,1.5528,
luger-hill,luge,open,85,86,1,0,3.7057,3.7057,35,1,0,3.8784,
luger-hill,luge,open,86,87,0,0,0.4616,0.4616,14,1,0,1.2566,
luger-hill,luge,open,87,88,0,0,0.0679,0,6,0,0,0.5585,
luger-hill,luge,open,88,89,1,0,3.9112,3.9112,9,1,0,5.1687,
luger-hill,luge,open,89,90,0,0,1.553,1.553,23,1,0,2.9819,
luger-hill,luge,open,90,91,1,0,4.8498,4.5871,15,1,0,4.5871,
luger-hill,luge,open,91,92,0,0,1.9098,1.9098,20,1,0,3.7011,
luger-hill,luge,open,92,93,1,0,3.4236,3.4236,24,1,0,4.2445,
luger-hill,luge,open,93,94,0,0,1.6057,1.6057,32,1,0,2.6618,
luger-hill,luge,open,94,95,0,0,1.3881,1.3881,27,1,0,3.6285,
luger-hill,luge,open,95,96,0,0,0.3704,0,19,0,0,1.4464,
luger-hill,luge,open,96,97,1,0,3.936,3.936,19,1,0,6.1629,
luger-hill,luge,open,97,98,0,0,0.5496,0.5496,11,1,0,1.5021,
luger-hill,luge,open,98,99,1,0,3.8252,3.8024,20,1,0,4.827,
luger-hill,luge,open,99,100,0,0,0.6321,0.6321,22,1,0,1.122,
