track,racer,type,raceIdx,seed,runawayWinner,paradeFinish,leaderGapAt090Len,minLeadFrom090Len,winnerIdx,winnerIsLeaderAt090,paradeGroupSize,paradeNextGapLen,paradeSpeedSpread
mountainstreet,boarder,open,63,64,0,0,1.5632,0,9,0,0,0.5611,
mountainstreet,boarder,open,64,65,1,0,3.1291,3.1291,16,1,0,5.1489,
mountainstreet,boarder,open,65,66,0,0,1.0691,0,29,0,0,2.0004,
mountainstreet,boarder,open,66,67,1,0,3.3988,3.3988,34,1,0,6.1129,
mountainstreet,boarder,open,67,68,0,0,1.5967,1.196,26,1,0,1.1998,
mountainstreet,boarder,open,68,69,0,0,0.4848,0.4848,7,1,0,4.7426,
mountainstreet,boarder,open,69,70,0,0,3.0781,0.4514,4,1,2,0.7468,
mountainstreet,boarder,open,70,71,0,0,0.4413,0.4203,33,1,0,1.1158,
mountainstreet,boarder,open,71,72,0,0,1.8103,0,37,0,0,0.5335,
mountainstreet,boarder,open,72,73,0,0,1.421,1.3862,18,1,0,1.3862,
mountainstreet,boarder,open,73,74,0,0,2.3111,2.3111,10,1,0,3.6876,
mountainstreet,boarder,open,74,75,0,0,1.6073,1.4697,31,1,0,1.4697,
mountainstreet,boarder,open,75,76,1,0,4.0255,4.0255,36,1,0,4.5628,
mountainstreet,boarder,open,76,77,0,0,0.2758,0,37,0,0,0.7922,
mountainstreet,boarder,open,77,78,0,0,1.2108,1.2108,33,1,0,1.4331,
mountainstreet,boarder,open,78,79,0,0,0.1377,0,7,0,0,0.7643,
mountainstreet,boarder,open,79,80,1,0,4.2523,3.556,24,1,0,3.556,
mountainstreet,boarder,open,80,81,1,0,3.5964,2.4138,15,1,0,2.4138,
mountainstreet,boarder,open,81,82,0,0,1.2005,0,34,0,2,2.6424,
mountainstreet,boarder,open,82,83,0,0,0.5953,0,23,0,2,0.7431,
mountainstreet,boarder,open,83,84,0,0,0.1517,0.1517,38,1,0,4.3497,
mountainstreet,boarder,open,84,85,0,0,0.7938,0,33,0,0,1.5527,
mountainstreet,boarder,open,85,86,0,0,0.694,0.4653,3,1,0,0.8422,
mountainstreet,boarder,open,86,87,0,0,2.5132,0.6511,7,1,0,0.6511,
mountainstreet,boarder,open,87,88,0,0,2.5852,2.5852,32,1,0,4.5038,
mountainstreet,boarder,open,88,89,0,0,0.4846,0,25,0,0,2.7708,
mountainstreet,boarder,open,89,90,0,0,0.0756,0,38,1,0,0.8418,
mountainstreet,boarder,open,90,91,0,0,1.313,1.1861,30,1,0,1.1861,
mountainstreet,boarder,open,91,92,0,0,1.842,0.1255,19,1,2,0.5493,
mountainstreet,boarder,open,92,93,0,0,3.6523,0.9636,25,1,0,0.9636,
mountainstreet,boarder,open,93,94,0,0,0.5012,0.5012,13,1,0,3.3107,
mountainstreet,boarder,open,94,95,0,0,1.9567,0,12,0,0,1.5096,
mountainstreet,boarder,open,95,96,1,0,4.7994,3.8932,12,1,0,3.9986,
mountainstreet,boarder,open,96,97,0,0,1.7058,1.7058,35,1,0,2.6447,
mountainstreet,boarder,open,97,98,0,0,1.9453,1.188,39,1,0,1.6011,
mountainstreet,boarder,open,98,99,0,0,1.6202,1.3118,26,1,0,2.1144,
mountainstreet,boarder,open,99,100,0,1,1.319,0,17,0,2,4.8539,0.0537
