track,racer,type,raceIdx,seed,runawayWinner,paradeFinish,leaderGapAt090Len,minLeadFrom090Len,winnerIdx,winnerIsLeaderAt090,paradeGroupSize,paradeNextGapLen,paradeSpeedSpread
dirt-oval,horse,closed,25,26,1,0,4.5791,4.5791,6,1,0,6.2163,
dirt-oval,horse,closed,26,27,0,0,1.4978,1.4978,17,1,0,3.622,
dirt-oval,horse,closed,27,28,0,0,0.9818,0.0697,33,1,2,1.2683,
dirt-oval,horse,closed,28,29,0,1,4.6432,0.489,19,1,2,8.5808,0.0463
dirt-oval,horse,closed,29,30,1,0,7.2128,7.2128,20,1,0,10.8677,
dirt-oval,horse,closed,30,31,1,0,6.2603,3.3756,22,1,0,3.3756,
dirt-oval,horse,closed,31,32,0,0,0.568,0.097,39,1,2,1.0819,
dirt-oval,horse,closed,32,33,1,0,6.5906,6.4815,12,1,0,6.7144,
dirt-oval,horse,closed,33,34,0,0,0.6433,0.389,32,1,2,1.0037,
dirt-oval,horse,closed,34,35,1,0,3.0285,3.0285,37,1,0,4.2566,
dirt-oval,horse,closed,35,36,0,0,2.598,2.598,23,1,0,5.4639,
dirt-oval,horse,closed,36,37,0,0,2.3149,2.0642,17,1,0,2.417,
dirt-oval,horse,closed,37,38,0,0,0.7948,0,19,0,0,1.5611,
dirt-oval,horse,closed,38,39,0,0,1.511,1.1988,11,1,0,1.5001,
dirt-oval,horse,closed,39,40,0,0,0.9526,0,26,0,8,0.7279,
dirt-oval,horse,closed,40,41,1,0,3.5254,2.5325,8,1,0,2.5325,
dirt-oval,horse,closed,41,42,0,0,2.2801,0.2707,13,1,2,0.7902,
dirt-oval,horse,closed,42,43,0,0,1.2016,1.0557,22,1,0,1.0557,
dirt-oval,horse,closed,43,44,0,0,1.4994,0.3909,27,1,0,0.8726,
dirt-oval,horse,closed,44,45,0,0,2.5328,2.5328,27,1,0,2.7239,
dirt-oval,horse,closed,45,46,0,0,1.1959,1.0214,14,1,0,1.2,
dirt-oval,horse,closed,46,47,0,0,1.2011,0.8802,26,1,0,0.8802,
dirt-oval,horse,closed,47,48,0,1,1.1977,0.4634,6,1,2,3.2021,0.0322
dirt-oval,horse,closed,48,49,0,0,0.5126,0.1255,22,1,2,1.3664,
dirt-oval,horse,closed,49,50,1,0,14.3109,14.3109,35,1,0,14.6856,
dirt-oval,horse,closed,50,51,0,0,1.2378,0,0,0,0,1.4993,
dirt-oval,horse,closed,51,52,0,0,1.6244,1.6244,22,1,0,4.0228,
dirt-oval,horse,closed,52,53,0,0,0.8254,0,4,0,0,1.7615,
dirt-oval,horse,closed,53,54,0,0,1.5545,0.5724,7,1,0,0.8548,
dirt-oval,horse,closed,54,55,0,0,1.4683,1.4472,34,1,0,1.5039,
dirt-oval,horse,closed,55,56,0,0,1.6002,1.6002,18,1,0,5.1716,
dirt-oval,horse,closed,56,57,0,0,1.982,1.982,3,1,0,4.3348,
dirt-oval,horse,closed,57,58,0,0,1.4995,0.572,27,1,0,0.572,
dirt-oval,horse,closed,58,59,0,0,1.2002,1.1974,22,1,0,1.1993,
dirt-oval,horse,closed,59,60,1,0,10.6914,10.6914,15,1,0,12.992,
dirt-oval,horse,closed,60,61,1,0,6.8991,6.8266,5,1,0,6.8266,
dirt-oval,horse,closed,61,62,1,0,3.8346,3.8346,39,1,0,6.2781,
dirt-oval,horse,closed,62,63,1,0,5.1099,5.0768,19,1,0,6.3012,
dirt-oval,horse,closed,63,64,0,0,0.002,0,29,1,2,0.6904,
dirt-oval,horse,closed,64,65,0,0,1.1801,0.2547,8,1,0,0.7762,
dirt-oval,horse,closed,65,66,0,0,0.6801,0.1797,11,1,0,0.9797,
dirt-oval,horse,closed,66,67,1,0,4.4766,4.4766,13,1,0,6.2978,
dirt-oval,horse,closed,67,68,1,0,3.1317,3.1317,2,1,0,5.0569,
dirt-oval,horse,closed,68,69,0,0,0.2221,0.2221,23,1,0,0.875,
dirt-oval,horse,closed,69,70,0,0,1.1134,0,34,0,0,1.4996,
dirt-oval,horse,closed,70,71,1,0,4.6951,4.6951,38,1,0,5.1225,
dirt-oval,horse,closed,71,72,1,0,6.1797,6.1797,39,1,0,8.3859,
dirt-oval,horse,closed,72,73,0,0,1.4997,0.43,9,1,2,0.5656,
dirt-oval,horse,closed,73,74,0,0,1.1776,0.7936,14,1,0,1.7253,
dirt-oval,horse,closed,74,75,0,1,0.6593,0,23,0,3,3.5369,0.1009
dirt-oval,horse,closed,75,76,0,0,0.9416,0,3,0,0,0.8413,
dirt-oval,horse,closed,76,77,1,0,4.2702,4.1051,9,1,0,4.703,
dirt-oval,horse,closed,77,78,0,0,0.008,0,15,0,2,1.6916,
dirt-oval,horse,closed,78,79,1,0,5.5566,5.5566,8,1,0,7.7417,
dirt-oval,horse,closed,79,80,0,0,0.0426,0.0426,28,1,0,3.3145,
dirt-oval,horse,closed,80,81,0,0,1.4801,1.4801,21,1,0,4.5186,
dirt-oval,horse,closed,81,82,0,0,2.6594,2.6594,15,1,0,5.6486,
dirt-oval,horse,closed,82,83,0,0,0.9119,0,39,0,0,4.7739,
dirt-oval,horse,closed,83,84,0,0,1.1996,0.9862,25,1,0,0.9862,
dirt-oval,horse,closed,84,85,1,0,3.8281,3.8281,14,1,0,5.0765,
dirt-oval,horse,closed,85,86,1,0,4.5874,4.5874,31,1,0,5.8763,
dirt-oval,horse,closed,86,87,1,0,9.4163,8.7153,8,1,0,8.7153,
dirt-oval,horse,closed,87,88,1,0,7.647,7.6353,12,1,0,8.299,
dirt-oval,horse,closed,88,89,0,0,0.1378,0.1378,13,1,0,0.8256,
dirt-oval,horse,closed,89,90,0,0,1.1418,0,23,0,0,1.9122,
dirt-oval,horse,closed,90,91,0,0,0.0832,0,9,0,2,0.5159,
dirt-oval,horse,closed,91,92,1,0,5.3824,5.3824,21,1,0,5.6186,
dirt-oval,horse,closed,92,93,1,0,4.0069,4.0069,36,1,0,7.6533,
dirt-oval,horse,closed,93,94,0,0,0.4854,0,34,0,0,0.602,
dirt-oval,horse,closed,94,95,0,0,2.7721,0.8286,16,1,0,1.0274,
dirt-oval,horse,closed,95,96,0,0,1.1052,1.1052,15,1,0,1.4791,
dirt-oval,horse,closed,96,97,0,0,0.5549,0,13,0,0,1.1761,
dirt-oval,horse,closed,97,98,0,0,2.095,2.095,21,1,0,6.1284,
dirt-oval,horse,closed,98,99,0,0,1.7114,1.7114,19,1,0,2.2956,
dirt-oval,horse,closed,99,100,0,0,0.9012,0.8956,23,1,0,1.0061,
