track,type,raceIdx,seed,runaway,parade,firstCross15,sustained15,firstCross30,sustained30,gapAt030,gapAt060,leaderStable
luger-hill,open,82,83,0,0,0.9098,1,,,0.0325,0.6204,
luger-hill,open,83,84,0,0,0.7418,0,0.9999,1,0.1539,0.3491,0
luger-hill,open,84,85,0,0,0.714,0,0.7634,0,0.2511,0.6043,0
luger-hill,open,85,86,1,0,0.8281,1,0.8784,1,0.3653,0.3693,1
luger-hill,open,86,87,0,0,0.9998,1,1,1,0.1449,0.1133,0
luger-hill,open,87,88,0,0,0.9999,1,,,0.0676,0.2386,
luger-hill,open,88,89,1,0,0.7533,1,0.8434,1,0.4641,0.6719,1
luger-hill,open,89,90,0,0,0.8958,1,1,1,0.1519,0.3945,0
luger-hill,open,90,91,1,0,0.7576,1,0.8045,1,0.83,0.4629,1
luger-hill,open,91,92,0,0,0.7582,1,0.9658,1,0.1282,0.2783,1
luger-hill,open,92,93,1,0,0.8203,1,0.8818,1,0.9034,0.04,1
luger-hill,open,93,94,0,0,0.8789,1,1,1,0.1383,0.708,0
luger-hill,open,94,95,0,0,0.172,0,0.9593,1,0.4564,0.5964,1
luger-hill,open,95,96,0,0,0.8118,0,,,0.0913,0.1057,
luger-hill,open,96,97,1,0,0.802,1,0.8561,1,0.5195,0.1352,1
luger-hill,open,97,98,0,0,0.983,1,1,1,0.0411,0.7679,0
luger-hill,open,98,99,1,0,0.739,1,0.7736,1,0.7887,0.8816,1
luger-hill,open,99,100,0,0,0.9999,1,,,0.1005,0.2845,
mountainstreet,open,0,1,1,0,0.7529,1,0.7852,1,0.1754,0.5421,1
mountainstreet,open,1,2,0,0,0.6478,0,0.9385,1,0.4226,0.6436,1
mountainstreet,open,2,3,0,1,0.5905,0,0.9997,1,0.0797,1.7664,0
mountainstreet,open,3,4,0,0,0.2187,0,0.9999,1,0.9096,0.4509,0
mountainstreet,open,4,5,0,0,0.3487,0,0.9999,1,0.4445,0.5044,0
mountainstreet,open,5,6,1,0,0.7524,1,0.7938,1,0.0344,1.0696,1
mountainstreet,open,6,7,1,0,0.2422,0,0.8036,1,0.1146,1.0069,1
mountainstreet,open,7,8,0,0,0.1842,0,1,1,0.4574,1.1853,0
mountainstreet,open,8,9,0,0,0.7519,1,0.7917,0,0.0146,0.5098,1
mountainstreet,open,9,10,0,0,0.6245,0,0.6673,0,0.1889,0.8705,0
mountainstreet,open,10,11,1,0,0.7437,1,0.8128,1,0.7376,0.467,1
mountainstreet,open,11,12,0,0,0.2356,0,0.6947,0,0.4222,0.4393,0
mountainstreet,open,12,13,0,0,0.9632,1,1,1,0.1552,0.4617,0
mountainstreet,open,13,14,1,0,0.6993,1,0.7535,1,0.5384,0.4656,1
mountainstreet,open,14,15,0,0,0.2439,0,1,1,0.0181,0.4518,0
mountainstreet,open,15,16,0,0,0.7179,0,0.98,1,0.0559,0.202,1
mountainstreet,open,16,17,0,0,0.1822,0,1,1,0.3238,0.3153,0
mountainstreet,open,17,18,0,0,0.8343,1,,,0.2418,0.3085,
mountainstreet,open,18,19,0,0,0.6659,0,1,1,0.8412,0.2205,0
mountainstreet,open,19,20,0,0,0.6676,0,0.7087,0,0.743,0.3679,1
mountainstreet,open,20,21,0,0,0.8304,1,0.9999,1,0.0545,0.0069,0
mountainstreet,open,21,22,0,0,0.5866,0,0.9999,1,0.4042,2.2506,0
mountainstreet,open,22,23,0,0,0.255,0,0.7412,0,1.0078,0.765,1
mountainstreet,open,23,24,0,0,0.7385,0,,,0.1036,0.1988,
mountainstreet,open,24,25,0,0,0.258,0,1,1,0.171,0.8934,0
mountainstreet,open,25,26,0,0,0.6845,0,0.9999,1,0.7207,0.3932,0
mountainstreet,open,26,27,1,0,0.6238,1,0.8221,1,0.4829,1.1192,1
mountainstreet,open,27,28,0,0,0.1558,0,,,0.229,0.503,
mountainstreet,open,28,29,0,0,0.7771,0,0.9997,1,0.6149,0.6703,0
mountainstreet,open,29,30,0,0,0.6669,0,1,1,0.3805,0.2962,0
mountainstreet,open,30,31,0,0,0.2044,0,0.7419,0,0.15,0.878,0
mountainstreet,open,31,32,1,0,0.1274,0,0.8399,1,0.1948,0.3404,1
mountainstreet,open,32,33,0,0,0.7997,1,0.9126,1,0.1293,1.1138,1
mountainstreet,open,33,34,0,0,0.8267,0,0.9999,1,0.0823,0.3807,0
mountainstreet,open,34,35,0,0,0.7146,0,0.9998,1,0.2627,0.208,0
mountainstreet,open,35,36,0,0,0.8574,0,,,0.0762,0.3006,
mountainstreet,open,36,37,0,0,0.7526,0,0.8018,0,0.2864,0.2848,1
mountainstreet,open,37,38,1,0,0.6862,1,0.7185,1,0.1642,0.5913,1
mountainstreet,open,38,39,0,0,0.9884,1,1,1,0.3214,0.2673,0
mountainstreet,open,39,40,1,0,0.6365,0,0.7992,1,0.1893,0.0573,1
mountainstreet,open,40,41,0,0,0.9489,1,,,0.2519,0.1738,
mountainstreet,open,41,42,0,0,0.7148,0,0.7385,0,0.2507,0.3365,0
mountainstreet,open,42,43,0,0,0.791,0,0.9999,1,0.6806,0.8214,0
mountainstreet,open,43,44,0,0,0.656,0,0.9014,1,0.7173,0.042,1
mountainstreet,open,44,45,1,0,0.7657,1,0.7982,1,0.5033,0.2434,1
mountainstreet,open,45,46,0,0,0.6169,0,0.651,0,0.4692,0.8297,0
mountainstreet,open,46,47,0,0,0.9101,1,1,1,0.0076,0.0907,0
mountainstreet,open,47,48,0,0,0.8007,0,,,0.5096,0.5016,
mountainstreet,open,48,49,0,0,0.667,0,0.9999,1,0.2562,0.5662,0
mountainstreet,open,49,50,0,0,0.6348,0,0.7488,0,0.2284,0.3162,1
mountainstreet,open,50,51,0,0,0.7652,0,1,1,0.1043,0.1063,0
mountainstreet,open,51,52,0,0,0.6954,0,0.7358,0,0.1463,0.24,0
mountainstreet,open,52,53,1,0,0.7351,1,0.8193,1,0.0788,0.4549,1
mountainstreet,open,53,54,1,0,0.7389,1,0.8932,1,0.814,0.599,1
mountainstreet,open,54,55,0,0,0.729,0,0.9999,1,0.3605,0.0977,0
mountainstreet,open,55,56,0,0,0.4986,0,,,0.5704,0.5245,
mountainstreet,open,56,57,0,0,0.7842,0,,,0.3359,0.2651,
mountainstreet,open,57,58,0,0,0.215,0,0.6801,0,0.4546,1.4397,1
mountainstreet,open,58,59,0,0,0.6283,0,1,1,0.1394,0.6205,0
mountainstreet,open,59,60,0,0,0.1698,0,1,1,0.859,0.8798,0
mountainstreet,open,60,61,0,1,0.6232,0,1,1,0.176,0.6117,0
mountainstreet,open,61,62,0,0,0.2059,0,0.9999,1,0.1683,1.4001,0
mountainstreet,open,62,63,0,0,0.1714,0,1,1,0.0159,0.5126,0
mountainstreet,open,63,64,0,0,0.1831,0,0.7022,0,1.0453,0.7974,0
mountainstreet,open,64,65,1,0,0.8236,1,0.8948,1,0.3959,0.0128,1
mountainstreet,open,65,66,0,0,0.7107,0,0.7708,0,0.0372,0.4733,0
mountainstreet,open,66,67,1,0,0.7616,0,0.8838,1,0.3445,0.0184,1
mountainstreet,open,67,68,0,0,0.1083,0,0.9999,1,0.9132,0.3524,0
mountainstreet,open,68,69,0,0,0.694,0,0.7322,0,0.5096,0.3128,0
mountainstreet,open,69,70,0,0,0.7301,1,0.7721,1,0.6352,0.3352,1
mountainstreet,open,70,71,0,0,0.2346,0,1,1,0.0381,0.4081,0
mountainstreet,open,71,72,0,0,0.6271,0,0.6547,0,0.3233,0.4609,0
mountainstreet,open,72,73,0,0,0.7014,0,,,0.0494,0.6213,
mountainstreet,open,73,74,0,0,0.8374,1,0.9351,1,0.0754,0.3901,1
mountainstreet,open,74,75,0,0,0.8667,1,0.9999,1,0.2046,0.2798,0
mountainstreet,open,75,76,1,0,0.195,0,0.7083,1,0.3713,0.7438,1
mountainstreet,open,76,77,0,0,1,1,,,0.1138,0.2735,
mountainstreet,open,77,78,0,0,0.7277,0,1,1,0.5213,0.905,0
mountainstreet,open,78,79,0,0,0.1746,0,,,0.1324,0.0853,
mountainstreet,open,79,80,1,0,0.7828,1,0.8388,1,0.0236,0.3446,1
mountainstreet,open,80,81,1,0,0.7182,1,0.7439,1,0.193,0.6191,1
mountainstreet,open,81,82,0,0,0.6762,0,0.7646,0,0.5754,0.7002,0
mountainstreet,open,82,83,0,0,1,1,,,0.1613,0.3228,
mountainstreet,open,83,84,0,0,0.2267,0,0.9671,1,0.7731,0.336,1
mountainstreet,open,84,85,0,0,0.9935,1,0.9999,1,0.2148,0.2564,0
mountainstreet,open,85,86,0,0,0.1189,0,,,0.3196,0.1167,
mountainstreet,open,86,87,0,0,0.808,1,1,1,0.1255,0.2093,0
mountainstreet,open,87,88,0,0,0.7214,0,0.9226,1,0.2737,0.738,1
mountainstreet,open,88,89,0,0,0.6456,0,0.9999,1,0.2898,0.0978,0
mountainstreet,open,89,90,0,0,0.9999,1,0.9999,1,0.1528,0.9103,0
mountainstreet,open,90,91,0,0,0.7182,0,0.9997,1,0.0861,0.0032,0
mountainstreet,open,91,92,0,0,0.8425,0,,,0.3708,0.2317,
mountainstreet,open,92,93,0,0,0.7352,0,0.8778,1,0.3398,0.3652,1
mountainstreet,open,93,94,0,0,0.2537,0,0.9924,1,0.1955,0.2423,1
mountainstreet,open,94,95,0,0,0.2509,0,0.8629,0,0.0788,0.1102,0
mountainstreet,open,95,96,1,0,0.2302,0,0.7892,1,0.2264,0.5145,1
mountainstreet,open,96,97,0,0,0.709,0,0.9998,1,0.6992,0.054,0
mountainstreet,open,97,98,0,0,0.2372,0,0.9999,1,0.1029,0.5663,0
mountainstreet,open,98,99,0,0,0.1911,0,,,1.2589,0.054,
mountainstreet,open,99,100,0,1,0.232,0,0.9999,1,0.3037,0.3681,0
searound,closed,0,1,1,0,0.1044,0,0.7172,1,0.5339,0.2623,1
searound,closed,1,2,0,0,0.1225,0,,,0.7377,0.2893,
searound,closed,2,3,0,0,0.1435,0,1,1,0.6108,1.5021,0
searound,closed,3,4,1,0,0.106,0,0.8071,1,1.5035,0.1886,1
searound,closed,4,5,0,0,0.6708,0,,,0.2876,1.1235,
searound,closed,5,6,1,0,0.6909,1,0.7147,1,0.4978,1.0064,1
searound,closed,6,7,0,0,0.1552,0,0.6785,0,0.1715,0.3329,0
searound,closed,7,8,1,0,0.2242,0,0.7655,1,0.4254,0.5249,1
searound,closed,8,9,0,0,0.1045,0,1,1,0.0113,1.0519,0
searound,closed,9,10,0,0,0.6363,0,0.7491,0,0.1747,0.2151,0
searound,closed,10,11,0,0,0.2153,0,0.9999,1,0.3129,0.1812,0
searound,closed,11,12,1,0,0.0566,0,0.8364,1,1.1879,0.3378,1
searound,closed,12,13,0,0,0.1081,0,1,1,0.0098,0.1056,0
searound,closed,13,14,0,0,0.1325,0,,,0.1729,0.9313,
searound,closed,14,15,1,0,0.2386,0,0.6564,0,1.5637,1.0429,0
searound,closed,15,16,0,0,0.1842,0,0.705,0,0.3593,1.0229,1
searound,closed,16,17,1,0,0.1197,0,0.7553,1,0.8132,0.4564,1
searound,closed,17,18,1,0,0.1456,0,0.8572,1,0.7114,0.6884,1
searound,closed,18,19,0,0,0.1318,0,0.7315,0,0.1139,0.4839,1
searound,closed,19,20,1,0,0.0911,0,0.2041,0,2.1706,0.4275,0
searound,closed,20,21,0,0,0.1554,0,0.7948,0,1.2009,0.3376,1
searound,closed,21,22,0,0,0.5331,0,1,1,0.2366,0.7871,0
searound,closed,22,23,0,0,0.1272,0,0.7484,1,0.2684,0.0966,1
searound,closed,23,24,0,0,0.0998,0,0.2386,0,0.8553,1.2577,0
searound,closed,24,25,0,0,0.0727,0,1,1,0.7434,1.4062,0
searound,closed,25,26,0,0,0.1433,0,1,1,1.0145,0.5451,0
searound,closed,26,27,0,0,0.1855,0,1,1,0.3205,1.155,0
searound,closed,27,28,0,0,0.1122,0,0.6061,0,0.1464,2.604,0
searound,closed,28,29,0,0,0.0641,0,1,1,0.2628,0.7241,0
searound,closed,29,30,1,0,0.0744,0,0.7937,1,0.0309,1.0981,1
searound,closed,30,31,1,0,0.6443,1,0.7381,1,0.3244,0.3384,1
searound,closed,31,32,0,0,0.1607,0,0.2168,0,0.6919,0.8342,0
searound,closed,32,33,0,0,0.1138,0,1,1,0.8822,0.9968,0
searound,closed,33,34,1,0,0.089,0,0.7902,1,1.0891,0.6969,1
searound,closed,34,35,0,0,0.177,0,1,1,0.238,0.3422,0
searound,closed,35,36,0,1,0.1205,0,0.7737,0,0.8525,0.8398,1
searound,closed,36,37,0,0,0.0912,0,0.1952,0,4.7737,0.2044,0
searound,closed,37,38,0,0,0.1014,0,0.9999,1,1.008,1.7976,0
searound,closed,38,39,0,0,0.0951,0,0.2103,0,3.7523,1.5302,0
searound,closed,39,40,1,0,0.1583,0,0.7361,1,0.8481,0.5364,1
searound,closed,40,41,0,0,0.1511,0,1,1,0.701,1.0071,0
searound,closed,41,42,0,0,0.0758,0,0.1701,0,0.2267,1.5003,0
searound,closed,42,43,0,0,0.1527,0,,,0.2178,0.1226,
searound,closed,43,44,0,0,0.0854,0,,,0.4401,0.9125,
searound,closed,44,45,0,0,0.133,0,,,0.104,0.0263,
searound,closed,45,46,0,0,0.1054,0,0.734,0,0.3179,0.9784,0
searound,closed,46,47,1,0,0.1414,0,0.7674,1,0.5729,0.8107,1
searound,closed,47,48,0,0,0.1697,0,1,1,0.3946,0.6346,0
searound,closed,48,49,0,0,0.1006,0,1,1,0.1173,0.6468,0
searound,closed,49,50,0,0,0.1539,0,0.212,0,2.6418,0.2122,0
searound,closed,50,51,0,0,0.0709,0,1,1,0.1996,0.7539,0
searound,closed,51,52,1,0,0.0757,0,0.8872,1,0.8384,1.612,1
searound,closed,52,53,1,0,0.6854,1,0.7425,0,0.5174,0.7396,1
searound,closed,53,54,0,0,0.108,0,0.9999,1,0.1406,0.3771,0
searound,closed,54,55,1,0,0.1744,0,0.8279,1,0.9377,1.022,1
searound,closed,55,56,0,0,0.1884,0,0.7409,0,0.8095,0.3995,0
searound,closed,56,57,1,0,0.0605,0,0.7787,1,0.4987,0.6789,1
searound,closed,57,58,0,0,0.0879,0,1,1,0.6813,0.898,0
searound,closed,58,59,0,0,0.1586,0,0.648,0,0.5657,1.0219,0
searound,closed,59,60,0,0,0.1109,0,0.9128,1,1.4894,0.5021,1
searound,closed,60,61,0,0,0.6664,0,0.9368,1,0.1329,0.5043,1
searound,closed,61,62,0,0,0.1211,0,1,1,0.5198,1.4446,0
searound,closed,62,63,1,0,0.242,0,0.8117,1,0.031,0.9608,1
searound,closed,63,64,0,0,0.1601,0,1,1,0.2968,0.9556,0
searound,closed,64,65,0,0,0.0692,0,1,1,0.0145,1.1352,0
searound,closed,65,66,0,0,0.1145,0,1,1,0.4243,0.6599,0
searound,closed,66,67,0,0,0.1005,0,0.9999,1,1.0925,0.8998,0
searound,closed,67,68,1,0,0.1974,0,0.8236,1,0.4571,1.1021,1
searound,closed,68,69,0,0,0.0584,0,0.1235,0,1.6866,1.3896,0
searound,closed,69,70,1,0,0.1316,0,0.7318,1,1.044,0.3064,1
searound,closed,70,71,0,0,0.2007,0,0.7738,0,0.3875,0.659,1
searound,closed,71,72,0,0,0.2226,0,0.6821,0,0.283,1.501,1
searound,closed,72,73,0,0,0.6253,0,0.6922,0,0.673,0.6142,0
searound,closed,73,74,0,0,0.0876,0,0.9334,1,0.7713,0.3308,1
searound,closed,74,75,1,0,0.6077,0,0.683,1,0.4078,1.283,1
searound,closed,75,76,0,0,0.2143,0,0.9481,1,0.3903,1.3538,1
searound,closed,76,77,1,0,0.0783,0,0.8378,1,0.7545,1.0035,1
searound,closed,77,78,0,0,0.1648,0,0.2352,0,1.6221,0.7019,0
searound,closed,78,79,0,0,0.0854,0,0.1468,0,2.0566,1.2007,0
searound,closed,79,80,0,0,0.7764,1,0.928,1,0.1325,0.5733,1
searound,closed,80,81,1,0,0.0644,0,0.1458,0,3.2858,0.4639,1
searound,closed,81,82,0,0,0.131,0,0.9999,1,0.1487,1.321,0
searound,closed,82,83,0,0,0.1018,0,1,1,0.4543,0.725,0
searound,closed,83,84,0,0,0.0774,0,0.209,0,3.1673,0.1938,0
searound,closed,84,85,1,0,0.1437,0,0.7625,1,0.3409,0.1248,1
searound,closed,85,86,0,0,0.6032,0,,,0.5171,1.4357,
searound,closed,86,87,0,0,0.0908,0,0.1989,0,1.1288,0.3586,0
searound,closed,87,88,1,0,0.1349,0,0.7276,1,0.714,1.5206,1
searound,closed,88,89,1,0,0.1225,0,0.8107,1,0.7769,1.0098,1
searound,closed,89,90,0,0,0.217,0,1,1,1.0198,1.2488,0
searound,closed,90,91,0,0,0.1102,0,0.6509,0,0.4516,0.2331,0
searound,closed,91,92,0,0,0.0893,0,0.7404,0,0.2867,0.8982,0
searound,closed,92,93,0,0,0.2226,0,1,1,1.3446,1.0309,0
searound,closed,93,94,1,0,0.6133,0,0.7187,1,0.1684,1.0278,1
searound,closed,94,95,1,0,0.1962,0,0.6993,1,0.2958,1.3805,1
searound,closed,95,96,0,0,0.0651,0,0.1668,0,5.2809,0.991,0
searound,closed,96,97,0,0,0.1494,0,,,0.2481,0.7944,
searound,closed,97,98,0,0,0.1489,0,0.7423,0,0.33,1.692,0
searound,closed,98,99,0,0,0.1976,0,0.6996,0,0.5667,0.9181,0
searound,closed,99,100,1,0,0.1069,0,0.6705,1,0.603,0.2108,1
dirt-oval,closed,0,1,1,0,0.6426,1,0.691,1,0.4332,0.0688,1
dirt-oval,closed,1,2,0,0,0.5855,0,0.6421,0,0.5199,2.0535,0
dirt-oval,closed,2,3,0,0,0.8814,1,0.9351,1,0.379,0.4303,1
dirt-oval,closed,3,4,0,0,0.1609,0,1,1,0.3548,0.1146,0
dirt-oval,closed,4,5,0,0,0.1865,0,0.9999,1,0.1348,0.7225,0
dirt-oval,closed,5,6,0,0,0.6905,0,,,0.0871,0.3669,
dirt-oval,closed,6,7,1,0,0.2312,0,0.7025,1,0.997,0.2475,1
dirt-oval,closed,7,8,0,0,0.7178,0,0.9999,1,0.9681,0.3851,0
dirt-oval,closed,8,9,0,0,0.2178,0,,,0.2867,0.4987,
dirt-oval,closed,9,10,0,0,0.165,0,0.9999,1,1.0818,0.2785,0
dirt-oval,closed,10,11,0,0,0.98,1,0.9999,1,0.1525,1.1492,0
dirt-oval,closed,11,12,0,0,0.0782,0,0.9999,1,0.4019,0.3906,0
dirt-oval,closed,12,13,1,0,0.2022,0,0.2571,0,0.6932,0.1807,0
dirt-oval,closed,13,14,0,0,0.1357,0,1,1,0.4602,0.4415,0
dirt-oval,closed,14,15,0,0,0.2029,0,1,1,2.4527,0.8044,0
dirt-oval,closed,15,16,0,0,0.2213,0,1,1,0.0456,0.278,0
dirt-oval,closed,16,17,1,0,0.7104,1,0.7366,0,0.533,0.7309,1
dirt-oval,closed,17,18,0,0,0.228,0,0.7328,1,0.3017,0.5979,0
dirt-oval,closed,18,19,0,0,0.6507,0,,,0.133,0.3676,
dirt-oval,closed,19,20,0,0,0.1359,0,0.9999,1,0.149,1.8076,0
dirt-oval,closed,20,21,0,0,0.1642,0,1,1,0.3145,0.7407,0
dirt-oval,closed,21,22,0,0,0.2096,0,,,0.0258,0.4149,
dirt-oval,closed,22,23,0,0,0.1369,0,0.9999,1,0.3574,0.8927,0
dirt-oval,closed,23,24,0,0,0.6739,0,0.706,0,0.4935,0.4574,0
dirt-oval,closed,24,25,1,0,0.1408,0,0.8332,1,0.4451,0.3956,1
dirt-oval,closed,25,26,1,0,0.6597,1,0.705,1,0.2484,0.2691,1
dirt-oval,closed,26,27,0,0,0.7893,0,0.9833,1,0.711,0.3959,1
dirt-oval,closed,27,28,0,0,1,1,,,0.5514,0.7316,
dirt-oval,closed,28,29,0,1,0.6496,1,0.7012,1,0.4064,0.1446,1
dirt-oval,closed,29,30,1,0,0.1013,0,0.7815,1,1.3132,0.1367,1
dirt-oval,closed,30,31,1,0,0.135,0,0.806,1,0.5072,0.1527,1
dirt-oval,closed,31,32,0,0,0.1375,0,0.2004,0,1.0373,0.1154,0
dirt-oval,closed,32,33,1,0,0.1225,0,0.7061,1,0.0554,0.5031,1
dirt-oval,closed,33,34,0,0,0.2467,0,1,1,0.2732,0.298,0
dirt-oval,closed,34,35,1,0,0.6576,0,0.8971,1,0.4494,0.3698,1
dirt-oval,closed,35,36,0,0,0.7563,0,0.9087,1,0.0264,0.4434,1
dirt-oval,closed,36,37,0,0,0.6757,1,0.7153,0,0.0223,0.3846,1
dirt-oval,closed,37,38,0,0,0.1009,0,1,1,0.3335,0.8441,0
dirt-oval,closed,38,39,0,0,0.1491,0,0.2031,0,4.1568,0.1366,0
dirt-oval,closed,39,40,0,0,0.1097,0,1,1,0.7896,0.1843,0
dirt-oval,closed,40,41,1,0,0.6767,1,0.7825,1,0.3702,0.6284,1
dirt-oval,closed,41,42,0,0,0.2094,0,1,1,0.152,0.5129,0
dirt-oval,closed,42,43,0,0,0.219,0,1,1,0.0182,1.0439,0
dirt-oval,closed,43,44,0,0,0.6728,0,0.698,0,0.4651,0.3405,1
dirt-oval,closed,44,45,0,0,0.1065,0,0.2191,0,2.1717,0.803,1
dirt-oval,closed,45,46,0,0,0.6286,0,0.6929,0,0.0928,0.0686,0
dirt-oval,closed,46,47,0,0,0.6405,0,1,1,0.2942,0.2563,0
dirt-oval,closed,47,48,0,1,0.1107,0,0.9999,1,0.1292,1.0582,0
dirt-oval,closed,48,49,0,0,0.7162,0,1,1,0.1719,0.0441,0
